sample_id,replicate,start_quant,std_type,dilution,bd_load
SFZ7379,1,0,plasmid,1,0
RKS24728,1,555.3723,plasmid,1,44429.784
YOSE0059,1,0,plasmid,1,0
SFZ3613,1,0,plasmid,1,0
RKS23354,1,969.0571,gblock,1,77524.568
MISC0651,1,0,plasmid,1,0
RKS26369,1,88.216,plasmid,1,7057.28
OAZ5529,1,0,plasmid,1,0
OAZ1699,1,0,plasmid,1,0
MISC0441,1,0,plasmid,1,0
RKS29954,1,0,plasmid,1,0
RKS24550,1,9.5994,plasmid,1,767.952
OAZ2301,1,0,plasmid,1,0
SFZ4674,1,0,plasmid,1,0
RKS26771,1,1002.9277,plasmid,1,80234.216
SFZ4554,1,0,plasmid,1,0
SFZ8474,1,4.8925,plasmid,1,391.4
RKS28789,1,0,plasmid,1,0
DBS1027,1,0,plasmid,1,0
OAZ2065,1,167.0911,plasmid,1,13367.288
RKS30400,1,0,plasmid,1,0
RKS25870,1,320.4519,plasmid,1,25636.152
RKS30954,1,0,plasmid,1,0
RKS31394,1,811.0683,plasmid,1,64885.464
RKS31836,1,67.0713,plasmid,1,5365.704
SFZ3060,1,0,plasmid,1,0
DBS589,1,0,gblock,1,0
RKS33496,1,0,plasmid,1,0
RKS31118,1,14.2781,plasmid,1,1142.248
RKS33148,1,31.4181,plasmid,1,2513.448
RKS24271,1,77.7225,plasmid,1,6217.8
RKS32886,1,3416.6647,plasmid,1,273333.176
SFZ5893,1,8803.5002,plasmid,1,704280.016
SFZ5378,1,0,plasmid,1,0
SFZ6907,1,6485.5603,plasmid,1,518844.824
RKS26153,1,29.3549,plasmid,1,2348.392
CWS0134,1,0,plasmid,1,0
OAZ2162,1,0,plasmid,1,0
SFZ2914,1,0,plasmid,1,0
RKS22774,1,25.4619,gblock,1,2036.952
DBS766,1,0,gblock,1,0
RKS21979,1,0,gblock,1,0
RKS26975,1,0,plasmid,1,0
OAZ3000,1,0,plasmid,1,0
SFZ8723,1,71.9458,plasmid,1,5755.664
OAZ4512,1,0,plasmid,1,0
RKS32453,1,275.4872,plasmid,1,22038.976
SFZ4392,1,1200.583,plasmid,1,96046.64
YOSE0075,1,0,plasmid,1,0
SFZ6383,1,0,plasmid,1,0
OAZ4163,1,0,plasmid,1,0
SFZ5330,1,0,plasmid,1,0
RKS23275,1,55.6773,gblock,1,4454.184
RKS31841,1,3.1098,plasmid,1,248.784
YOSE0262,1,0,plasmid,1,0
RKS26252,1,14.7148,plasmid,1,1177.184
RKS26289,1,4.7397,plasmid,1,379.176
SWAMP6,1,104.7275,plasmid,1,8378.2
RKS23092,1,5622.5214,gblock,1,449801.712
OAZ3499,1,0,plasmid,1,0
SFZ8785,1,509.0688,plasmid,1,40725.504
RKS26276,1,0,plasmid,1,0
RKS27049,1,6.9609,plasmid,1,556.872
YOSE1922,1,0,plasmid,1,0
RKS29878,1,25.3557,plasmid,1,2028.456
RKS31749,1,31.9015,plasmid,1,2552.12
SFZ8959,1,1.4654,plasmid,1,117.232
RKS25481,1,0.457,plasmid,1,36.56
SFZ6742,1,0,plasmid,1,0
RKS26068,1,0,plasmid,1,0
RKS29679,1,16.7979,plasmid,1,1343.832
OAZ2862,1,0,plasmid,1,0
RKS26722,1,0,plasmid,1,0
RKS33926,1,6.7578,plasmid,1,540.624
RKS27550,1,215.2779,plasmid,1,17222.232
RKS26101,1,7.8968,plasmid,1,631.744
RKS33519,1,0,plasmid,1,0
OAZ2421,1,0,plasmid,1,0
RKS30841,1,0,plasmid,1,0
OAZ3877,1,0,plasmid,1,0
RKS27548,1,28.0141,plasmid,1,2241.128
SFZ3944,1,826.8523,plasmid,1,66148.184
DBS1380,1,0,plasmid,1,0
OAZ3377,1,0,plasmid,1,0
SFZ3329,1,0,plasmid,1,0
SFZ5671,1,0,plasmid,1,0
RKS31227,1,0,plasmid,1,0
RKS29582,1,0,plasmid,1,0
DBS802,1,0,gblock,1,0
SFZ3037,1,0,plasmid,1,0
RKS27350,1,211.0179,plasmid,1,16881.432
SFZ5106,1,0,plasmid,1,0
SFZ5898,1,18361.4936,plasmid,1,1468919.488
OAZ4735,1,0,plasmid,1,0
SFZ3161,1,65.3735,plasmid,1,5229.88
RKS24768,1,247.1613,plasmid,1,19772.904
OAZ4585,1,0,plasmid,1,0
RKS22922,1,605.1373,gblock,1,48410.984
RKS29557,1,51.0566,plasmid,1,4084.528
SFZ4744,1,0,plasmid,1,0
YOSE2277,1,0,plasmid,1,0
AJS4565,1,0,plasmid,1,0
SFZ4678,1,0,plasmid,1,0
DBS760,1,0,gblock,1,0
SFZ6459,1,0,plasmid,1,0
RKS30676,1,0,plasmid,1,0
SFZ5068,1,0,plasmid,1,0
RKS32884,1,3032.6555,plasmid,1,242612.44
SFZ3979,1,2228.994,plasmid,1,178319.52
RKS22466,1,750.0748,gblock,1,60005.984
SFZ6046,1,0,plasmid,1,0
RKS25613,1,0,plasmid,1,0
RKS29487,1,37.9308,plasmid,1,3034.464
RKS27392,1,502.1102,plasmid,1,40168.816
RKS27883,1,69.8766,plasmid,1,5590.128
RKS30588,1,0,plasmid,1,0
OAZ2497,1,4.4438,plasmid,1,355.504
RKS30186,1,0,plasmid,1,0
RKS30393,1,0,plasmid,1,0
RKS27945,1,23.3524,plasmid,1,1868.192
RKS31713,1,17.094,plasmid,1,1367.52
RKS33823,1,6486.9427,plasmid,1,518955.416
RKS26642,1,0,plasmid,1,0
OAZ1769,1,47.8199,plasmid,1,3825.592
RKS23971,1,4.7659,plasmid,1,381.272
SFZ4726,1,0,plasmid,1,0
YFS623,1,1.4682,plasmid,1,117.456
RKS26863,1,113600.1626,plasmid,1,9088013.008
RKS31041,1,69.9854,plasmid,1,5598.832
RKS26396,1,1059.913,plasmid,1,84793.04
RKS26226,1,37.0907,plasmid,1,2967.256
RKS28356,1,43432.4981,plasmid,1,3474599.848
DBS1461,1,0,plasmid,1,0
STF1447,1,355.3055,plasmid,1,28424.44
RKS28483,1,69.9749,plasmid,1,5597.992
RKS23929,1,7.4943,plasmid,1,599.544
RKS28793,1,0,plasmid,1,0
RKS27829,1,0,plasmid,1,0
SFZ8540,1,0,plasmid,1,0
RKS24679,1,17.587,plasmid,1,1406.96
DBS645,1,582593.2,gblock,1,46607456
OAZ3882,2,0,plasmid,1,0
MISC1421,1,0,plasmid,1,0
RKS23080,1,1948.0608,gblock,1,155844.864
RKS22699,1,0,gblock,1,0
RKS31400,1,235.0728,plasmid,1,18805.824
RKS27150,1,0,plasmid,1,0
RKS27939,1,3.3567,plasmid,1,268.536
RKS27154,1,0,plasmid,1,0
RKS29005,1,3371.1877,plasmid,1,269695.016
RKS24871,1,849.9422,plasmid,1,67995.376
SFZ3101,1,0,plasmid,1,0
RKS25264,1,368.1913,plasmid,1,29455.304
CWS0149,1,0,plasmid,1,0
SFZ3758,1,0,plasmid,1,0
RKS29049,1,19.9073,plasmid,1,1592.584
YOSE0629,1,6.3892,plasmid,1,511.136
RKS28222,1,1.055,plasmid,1,84.4
RKS27263,1,8453.1424,plasmid,1,676251.392
RKS32741,1,17.9461,plasmid,1,1435.688
CWS0372,1,0,plasmid,1,0
MISC1564,1,184.4592,plasmid,1,14756.736
RKS25865,1,13.5948,plasmid,1,1087.584
RKS29070,1,15.9916,plasmid,1,1279.328
STF1385,1,49.2416,plasmid,1,3939.328
OAZ2075,1,0,plasmid,1,0
RKS25848,1,24.1693,plasmid,1,1933.544
RKS32527,1,49.3856,plasmid,1,3950.848
RKS29451,1,22.6927,plasmid,1,1815.416
OAZ3808,1,0,plasmid,1,0
RKS22188,1,0,plasmid,1,0
SFZ2908,1,0,plasmid,1,0
RKS27260,1,3962.2865,plasmid,1,316982.92
SFZ7415,1,0,plasmid,1,0
RKS32201,1,0,plasmid,1,0
MISC1401,1,0,plasmid,1,0
STF1141,1,978.7828,plasmid,1,78302.624
RKS25883,1,2.0357,plasmid,1,162.856
DBS596,1,290620.6,gblock,1,23249648
SFZ8435,1,0,plasmid,1,0
OAZ5483,1,0,plasmid,1,0
RKS26453,1,2353.5492,plasmid,1,188283.936
RKS31326,1,0,plasmid,1,0
RKS23883,1,7.5714,plasmid,1,605.712
SFZ5006,1,0,plasmid,1,0
SFZ4071,1,0,plasmid,1,0
RKS26078,1,714.1222,plasmid,1,57129.776
YOSE0382,1,0,plasmid,1,0
RKS22213,1,102.2827,gblock,1,8182.616
DBS634,1,0,gblock,1,0
STF1369,1,301.8092,plasmid,1,24144.736
YFS509,1,0,plasmid,1,0
RKS33354,1,220.1989,plasmid,1,17615.912
SFZ4157,1,418.0778,plasmid,1,33446.224
YOSE0166,1,0,plasmid,1,0
RKS33268,1,22.0824,plasmid,1,1766.592
RKS26486,1,15.773,plasmid,1,1261.84
DBS843,1,0,plasmid,1,0
AAS1148,1,438.9284,plasmid,1,35114.272
SFZ0032,1,0,plasmid,1,0
RKS27491,1,129.3293,plasmid,1,10346.344
SFZ7236,1,1.3659,plasmid,1,109.272
OAZ2791,1,345.7635,plasmid,1,27661.08
RKS31254,1,80.0922,plasmid,1,6407.376
MISC0411,1,0,plasmid,1,0
SFZ4287,1,144.914,plasmid,1,11593.12
RKS27549,1,16.1387,plasmid,1,1291.096
RKS23303,1,466.1332,gblock,1,37290.656
SPC2287,1,0,plasmid,1,0
SFZ6796,1,0,plasmid,1,0
RKS29524,1,405.2578,plasmid,1,32420.624
RKS33920,1,0,plasmid,1,0
RKS33631,1,0,plasmid,1,0
RKS32897,1,228.8301,plasmid,1,18306.408
MISC0454,1,0,plasmid,1,0
CWS0230,1,0,plasmid,1,0
MISC1651,1,501.2503,plasmid,1,40100.024
DBS864,1,0,plasmid,1,0
RKS23742,1,1554.618,plasmid,1,124369.44
MISC1625,1,0,plasmid,1,0
RKS29331,1,0,plasmid,1,0
RKS31839,1,1.3748,plasmid,1,109.984
OAZ3722,1,156.709,plasmid,1,12536.72
SFZ8672,1,0,plasmid,1,0
SFZ5619,1,4773.6312,plasmid,1,381890.496
RKS28194,1,20234.1984,plasmid,1,1618735.872
OAZ1911,1,2164.696,plasmid,1,173175.68
RKS31038,1,61.2842,plasmid,1,4902.736
RKS30465,1,0,plasmid,1,0
RKS33483,1,26.1479,plasmid,1,2091.832
RKS30471,1,0,plasmid,1,0
OAZ5151,1,0,plasmid,1,0
SFZ5710,1,0,plasmid,1,0
OAZ3631,1,2791.9286,plasmid,1,223354.288
RKS29673,1,112.6627,plasmid,1,9013.016
RKS26076,1,810.379,plasmid,1,64830.32
SFZ3151,1,0,plasmid,1,0
RKS26634,1,0,plasmid,1,0
SFZ8592,1,535.6832,plasmid,1,42854.656
RKS28543,1,46.8413,plasmid,1,3747.304
OAZ2542,1,0,plasmid,1,0
RKS22379,1,52.5482,gblock,1,4203.856
RKS26527,1,20110.3034,plasmid,1,1608824.272
SFZ6199,1,0,plasmid,1,0
RKS30012,1,148.9059,plasmid,1,11912.472
SFZ3171,1,135.9852,plasmid,1,10878.816
OAZ3485,1,0,plasmid,1,0
SFZ8968,1,15508.5438,plasmid,1,1240683.504
YOSE0134,1,58.8399,plasmid,1,4707.192
OAZ2358,1,0,plasmid,1,0
RKS23213,1,143.6792,gblock,1,11494.336
DBS1066,1,0,plasmid,1,0
RKS27369,1,929.5454,plasmid,1,74363.632
RKS33925,1,0,plasmid,1,0
RKS30643,1,0,plasmid,1,0
RKS19920,1,78282.52,gblock,1,6262601.6
SFZ3379,1,1314.051,plasmid,1,105124.08
RKS26958,1,468.9988,plasmid,1,37519.904
RKS22738,1,806.258,gblock,1,64500.64
OAZ1944,1,0,plasmid,1,0
RKS24803,1,66253.6,plasmid,1,5300288
OAZ5523,1,0,plasmid,1,0
RKS33581,1,131.881,plasmid,1,10550.48
SFZ2901,1,0,plasmid,1,0
RKS22661,1,2577.3262,gblock,1,206186.096
RKS23055,1,67.0454,gblock,1,5363.632
RKS23427,1,251.2217,gblock,1,20097.736
SFZ6816,1,0,plasmid,1,0
RKS28297,1,1957.1463,plasmid,1,156571.704
RKS30473,1,0,plasmid,1,0
SFZ6804,1,4313.6652,plasmid,1,345093.216
RKS31062,1,1.5441,plasmid,1,123.528
SFZ4358,1,10949.81,plasmid,1,875984.8
RKS29041,1,148.0312,plasmid,1,11842.496
RKS23392,1,53555.8734,gblock,1,4284469.872
RKS33768,1,8.6715,plasmid,1,693.72
RKS27658,1,20.4146,plasmid,1,1633.168
SFZ4177,1,0,plasmid,1,0
OAZ3899,1,0,plasmid,1,0
RKS30844,1,0,plasmid,1,0
SFZ6218,1,0,plasmid,1,0
RKS33147,1,335.9973,plasmid,1,26879.784
SFZ5138,1,0,plasmid,1,0
RKS24418,1,8.6074,plasmid,1,688.592
OAZ2413,1,0,plasmid,1,0
RKS27438,1,8.7433,plasmid,1,699.464
CWS0092,1,0,plasmid,1,0
DBS647,1,221782.5,gblock,1,17742600
DBS1037,1,0,plasmid,1,0
RKS23918,1,327.3632,plasmid,1,26189.056
RKS31649,1,0,plasmid,1,0
RKS32905,1,471.5576,plasmid,1,37724.608
RKS24205,1,123.1552,plasmid,1,9852.416
RKS29203,1,0,plasmid,1,0
OAZ2294,1,0,plasmid,1,0
MISC0219,1,0,plasmid,1,0
OAZ2527,1,0,plasmid,1,0
MISC0501,1,9.7451,plasmid,1,779.608
RKS27089,1,0,plasmid,1,0
STF1224,1,0,plasmid,1,0
OAZ2431,1,0,plasmid,1,0
RKS32218,1,0,plasmid,1,0
RKS26834,1,11.5882,plasmid,1,927.056
RKS26957,1,124.7364,plasmid,1,9978.912
OAZ3017,1,0,plasmid,1,0
RKS33927,1,0,plasmid,1,0
SFZ3760,1,0,plasmid,1,0
RKS23901,1,36.392,plasmid,1,2911.36
OAZ3626,1,2805.0886,plasmid,1,224407.088
RKS30947,1,3597.6092,plasmid,1,287808.736
OAZ2582,1,0,plasmid,1,0
RKS22326,1,1040.1368,gblock,1,83210.944
MISC1266,1,0,plasmid,1,0
CWS0220,1,0,plasmid,1,0
SFZ4850,1,0,plasmid,1,0
SFZ2876,1,0,plasmid,1,0
RKS25720,1,0,plasmid,1,0
MISC0145,1,0,plasmid,1,0
OAZ2082,1,0,plasmid,1,0
SFZ3191,1,0,plasmid,1,0
RKS26240,1,16.0238,plasmid,1,1281.904
SFZ3918,1,548.3013,plasmid,1,43864.104
OAZ3733,1,0,plasmid,1,0
DBS818,1,0,gblock,1,0
RKS26615,1,16.9341,plasmid,1,1354.728
YOSE0250,1,0,plasmid,1,0
RKS33607,1,32.1214,plasmid,1,2569.712
DBS846,1,0,plasmid,1,0
SFZ7238,1,0,plasmid,1,0
RKS33936,1,50.0878,plasmid,1,4007.024
RKS25379,1,21.1672,plasmid,1,1693.376
RKS29970,1,71.0711,plasmid,1,5685.688
SFZ4765,1,0,plasmid,1,0
RKS23678,1,0,plasmid,1,0
SFZ3440,1,10.7416,plasmid,1,859.328
OAZ3858,1,0,plasmid,1,0
RKS29081,1,255.9203,plasmid,1,20473.624
RKS22626,1,137.6418,gblock,1,11011.344
OAZ4037,1,0,plasmid,1,0
RKS27183,1,31.7893,plasmid,1,2543.144
SFZ3099,1,0,plasmid,1,0
RKS22994,1,2536.0095,gblock,1,202880.76
DBS1274,1,0,plasmid,1,0
RKS25021,1,6214.231,plasmid,1,497138.48
OAZ2721,2,142.9459,plasmid,10,114356.72
SFZ3679,1,0,plasmid,1,0
RKS28758,1,615.5998,plasmid,1,49247.984
RKS29503,1,16.8802,plasmid,1,1350.416
SFZ7005,1,70.9206,plasmid,1,5673.648
DBS1022,1,0,plasmid,1,0
RKS31037,1,32.3573,plasmid,1,2588.584
OAZ3476,1,0,plasmid,1,0
RKS28649,1,22.8442,plasmid,1,1827.536
RKS28538,1,2.7291,plasmid,1,218.328
RKS30612,1,31.0357,plasmid,1,2482.856
RKS24604,1,0,plasmid,1,0
RKS26273,1,34.2385,plasmid,1,2739.08
RKS26356,1,8.1863,plasmid,1,654.904
RKS30977,1,98.6252,plasmid,1,7890.016
SFZ7073,1,8479.4185,plasmid,1,678353.48
RKS27903,1,0,plasmid,1,0
RKS25615,1,8.3962,plasmid,1,671.696
SFZ6380,1,0,plasmid,1,0
RKS23506,1,94.7281,gblock,1,7578.248
DBS574,1,128018.5,gblock,1,10241480
SFZ3532,1,0,plasmid,1,0
RKS33284,1,11.5678,plasmid,1,925.424
RKS25222,1,0,plasmid,1,0
RKS29205,1,37.8862,plasmid,1,3030.896
RKS25678,1,0,plasmid,1,0
RKS33711,1,28.3887,plasmid,1,2271.096
RKS29294,1,2.7782,plasmid,1,222.256
RKS24380,1,26.0574,plasmid,1,2084.592
RKS22205,1,0,plasmid,1,0
CWS0078,1,0,plasmid,1,0
MISC1429,1,0,plasmid,1,0
RKS31872,1,168.2226,plasmid,1,13457.808
SFZ5728,1,5123.2103,plasmid,1,409856.824
MISC0753,1,0,plasmid,1,0
SFZ3321,1,0,plasmid,1,0
MISC0556,1,0,plasmid,1,0
RKS28421,1,19.4638,plasmid,1,1557.104
RKS30810,1,0,plasmid,1,0
RKS33243,1,38.5365,plasmid,1,3082.92
SFZ7057,1,2415.7817,plasmid,1,193262.536
RKS30068,1,12.0721,plasmid,1,965.768
RKS31356,1,21803.8766,plasmid,1,1744310.128
OAZ5444,1,0,plasmid,1,0
RKS29359,1,0,plasmid,1,0
DBS928,1,0,plasmid,1,0
RKS23025,1,0,gblock,1,0
RKS31440,1,565.2014,plasmid,1,45216.112
RKS30100,1,1708.8675,plasmid,1,136709.4
SFZ5890,1,12619.3154,plasmid,1,1009545.232
RKS29014,1,43.5424,plasmid,1,3483.392
RKS23308,1,18289.72,gblock,1,1463177.6
SFZ7909,1,0,plasmid,1,0
MISC0576,1,0,plasmid,1,0
RKS22209,1,0,plasmid,1,0
RKS24856,1,0,plasmid,1,0
RKS26326,1,140.1133,plasmid,1,11209.064
CWS0095,1,0,plasmid,1,0
DBS591,1,112855.7,gblock,1,9028456
RKS24994,1,0,plasmid,1,0
RKS23040,1,8548.9075,gblock,1,683912.6
CWS0088,1,0,plasmid,1,0
SFZ5269,1,0,plasmid,1,0
SFZ6600,1,0,plasmid,1,0
RKS26677,1,1.1258,plasmid,1,90.064
SFZ4639,1,0,plasmid,1,0
RKS24767,1,158.7689,plasmid,1,12701.512
MISC1637,1,0,plasmid,1,0
RKS23686,1,0,plasmid,1,0
CWS0109,1,0,plasmid,1,0
SPC2413,1,0,plasmid,1,0
RKS26575,1,0.849,plasmid,1,67.92
SFZ6963,1,0,plasmid,1,0
RKS22066,1,1647.7651,gblock,1,131821.208
RKS22761,1,156.6574,gblock,1,12532.592
RKS22657,1,467.1751,gblock,1,37374.008
RKS33242,1,45.8336,plasmid,1,3666.688
RKS31214,1,0,plasmid,1,0
YOSE2785,1,0,plasmid,1,0
SFZ4284,1,49.4961,plasmid,1,3959.688
SFZ7756,1,0,plasmid,1,0
SFZ5721,1,1603.9979,plasmid,1,128319.832
RKS31072,1,16.4246,plasmid,1,1313.968
SFZ3560,1,0,plasmid,1,0
RKS30025,1,9.8556,plasmid,1,788.448
RKS27308,1,11.1985,plasmid,1,895.88
SFZ6162,1,0,plasmid,1,0
DBS1364,1,0,plasmid,1,0
OAZ3758,1,0,plasmid,1,0
OAZ5517,1,0,plasmid,1,0
RKS28606,1,257.514,plasmid,1,20601.12
RKS33829,1,4985.6105,plasmid,1,398848.84
RKS22532,1,0,gblock,1,0
SFZ3094,1,0,plasmid,1,0
SFZ3100,1,0,plasmid,1,0
STF1029,1,0,plasmid,1,0
RKS27408,1,41.0315,plasmid,1,3282.52
RKS26774,1,1004.7541,plasmid,1,80380.328
RKS25286,1,2742.405,plasmid,1,219392.4
RKS30753,1,205.4657,plasmid,1,16437.256
OAZ2200,1,0,plasmid,1,0
RKS24585,1,1162.548,plasmid,1,93003.84
OAZ4247,1,0,plasmid,1,0
RKS28630,1,55.6475,plasmid,1,4451.8
STF1313,1,0,plasmid,1,0
SFZ5962,1,5844.8114,plasmid,1,467584.912
RKS32551,1,0,plasmid,1,0
RKS26635,1,0,plasmid,1,0
RKS27075,1,0,plasmid,1,0
SFZ6042,1,0,plasmid,1,0
RKS32029,1,99.9363,plasmid,1,7994.904
SFZ4424,1,0,plasmid,1,0
STF1120,1,0,plasmid,1,0
RKS28597,1,57.696,plasmid,1,4615.68
RKS22854,1,48.9191,gblock,1,3913.528
RKS22629,1,8394.8206,gblock,1,671585.648
RKS32386,1,64.8656,plasmid,1,5189.248
RKS22427,1,18768.3675,gblock,1,1501469.4
RKS32150,1,1.4051,plasmid,1,112.408
SFZ4495,1,0,plasmid,1,0
RKS24366,1,297.0634,plasmid,1,23765.072
RKS28716,1,9.6858,plasmid,1,774.864
OAZ4165,1,0,plasmid,1,0
RKS32701,1,3.313,plasmid,1,265.04
OAZ5322,1,0,plasmid,1,0
RKS32532,1,87.1928,plasmid,1,6975.424
OAZ1660,1,0,plasmid,1,0
RKS23820,1,0.7464,plasmid,1,59.712
RKS29719,1,2224.6891,plasmid,1,177975.128
OAZ2985,1,0,plasmid,1,0
RKS27605,1,7.8727,plasmid,1,629.816
SFZ6244,1,0,plasmid,1,0
MISC0451,1,0,plasmid,1,0
RKS28265,1,0,plasmid,1,0
RKS30693,1,7042.2611,plasmid,1,563380.888
OAZ3656,1,0,plasmid,1,0
RKS33594,1,9059.031,plasmid,1,724722.48
RKS29115,1,10759.7136,plasmid,1,860777.088
MISC0426,1,4.3111,plasmid,1,344.888
SFZ5155,1,0,plasmid,1,0
SFZ3508,1,42.4343,plasmid,1,3394.744
CWS0017,1,0,plasmid,1,0
RKS33730,1,26.6596,plasmid,1,2132.768
RKS24702,1,553.9469,plasmid,1,44315.752
OAZ2870,1,0,plasmid,1,0
YOSE1764,1,0,plasmid,1,0
RKS28238,1,87.2682,plasmid,1,6981.456
SFZ7787,1,0,plasmid,1,0
RKS30930,1,346.3273,plasmid,1,27706.184
RKS33152,1,0,plasmid,1,0
RKS33590,1,55490.6009,plasmid,1,4439248.072
OAZ4327,1,0,plasmid,1,0
MISC0368,1,0,plasmid,1,0
MISC1393,1,2908.0408,plasmid,1,232643.264
RKS32452,1,1572.3418,plasmid,1,125787.344
SFZ5387,1,0,plasmid,1,0
SFZ7046,1,980.9703,plasmid,1,78477.624
YOSE0196,1,0,plasmid,1,0
RKS29573,1,48.9865,plasmid,1,3918.92
SFZ5720,1,1898.2606,plasmid,1,151860.848
RKS23854,1,12.6526,plasmid,1,1012.208
RKS25005,1,0,plasmid,1,0
DBS1161,1,0,plasmid,1,0
OAZ2530,1,0,plasmid,1,0
RKS24846,1,50.587,plasmid,1,4046.96
SFZ4859,1,0,plasmid,1,0
OAZ4709,1,0,plasmid,1,0
SFZ6953,1,0,plasmid,1,0
SFZ4580,1,0,plasmid,1,0
SFZ00P5,1,0,plasmid,1,0
RKS32972,1,0,plasmid,1,0
RKS24695,1,2.0614,plasmid,1,164.912
OAZ2298,1,0,plasmid,1,0
RKS24172,1,1132.773,plasmid,1,90621.84
RKS29925,1,0,plasmid,1,0
RKS31508,1,3155.2416,plasmid,1,252419.328
SFZ7383,1,0,plasmid,1,0
OAZ4190,1,0,plasmid,1,0
SFZ4683,1,0,plasmid,1,0
RKS30094,1,4158.9709,plasmid,1,332717.672
RKS25412,1,27.2537,plasmid,1,2180.296
RKS27202,1,4.234,plasmid,1,338.72
RKS27270,1,36.545,plasmid,1,2923.6
MISC1433,1,0,plasmid,1,0
RKS32170,1,0,plasmid,1,0
RKS30432,1,103.0297,plasmid,1,8242.376
RKS24109,1,5537.068,plasmid,1,442965.44
RKS28918,1,116.4626,plasmid,1,9317.008
YOSE2370,1,0,plasmid,1,0
SFZ6609,1,0,plasmid,1,0
RKS32956,1,85.0888,plasmid,1,6807.104
RKS33209,1,82.3223,plasmid,1,6585.784
RKS27854,1,8.0314,plasmid,1,642.512
RKS22915,1,239.0223,gblock,1,19121.784
AAS1173,1,0,plasmid,1,0
RKS33810,1,19.8525,plasmid,1,1588.2
SFZ4347,1,1049.837,plasmid,1,83986.96
RKS27567,1,2.5454,plasmid,1,203.632
RKS31050,1,16.4454,plasmid,1,1315.632
RKS20278,1,402.4553,gblock,1,32196.424
STF1079,1,0,plasmid,1,0
MISC0809,1,1441.8266,plasmid,1,115346.128
MISC0284,1,0,plasmid,1,0
SFZ8747,1,257.8747,plasmid,1,20629.976
RKS24978,1,41.0551,plasmid,1,3284.408
SFZ6385,1,0,plasmid,1,0
RKS26295,1,257.1755,plasmid,1,20574.04
RKS28359,1,1072.6342,plasmid,1,85810.736
RKS25807,1,68.7157,plasmid,1,5497.256
RKS29387,1,9117.2059,plasmid,1,729376.472
MISC0577,1,0,plasmid,1,0
YOSE2753,1,3.4099,plasmid,1,272.792
MISC0449,1,0,plasmid,1,0
STF1354,1,241.1002,plasmid,1,19288.016
SFZ6125,1,0,plasmid,1,0
RKS23310,1,443.9051,gblock,1,35512.408
SFZ5520,1,529.171,plasmid,1,42333.68
SFZ4637,1,0,plasmid,1,0
DBS615,1,8468.934,gblock,1,677514.72
RKS25442,1,25.8552,plasmid,1,2068.416
RKS23796,1,405.299,gblock,1,32423.92
OAZ3052,1,0,plasmid,1,0
RKS27117,1,6720.1951,plasmid,1,537615.608
SFZ6331,1,0,plasmid,1,0
MISC1709,1,0,plasmid,1,0
RKS27509,1,151.4935,plasmid,1,12119.48
YOSE0633,1,1.5384,plasmid,1,123.072
RKS28596,1,767.1432,plasmid,1,61371.456
RKS31938,1,3111.3295,plasmid,1,248906.36
YOSE2781,1,38.3889,plasmid,1,3071.112
RKS26465,1,403.8794,plasmid,1,32310.352
RKS30364,1,0,plasmid,1,0
RKS28937,1,1177.4541,plasmid,1,94196.328
RKS31082,1,3.1905,plasmid,1,255.24
RKS22769,1,49.7186,gblock,1,3977.488
RKS22621,1,29.4874,gblock,1,2358.992
RKS20797,1,0,plasmid,1,0
RKS22346,1,14526.9032,gblock,1,1162152.256
SFZ4672,1,0,plasmid,1,0
STF1366,1,6.3344,plasmid,1,506.752
SFZ6482,1,0,plasmid,1,0
RKS24965,1,5.2238,plasmid,1,417.904
YOSE0343,1,2.6904,plasmid,1,215.232
SFZ4461,1,0,plasmid,1,0
RKS25178,1,35.4242,plasmid,1,2833.936
RKS31435,1,9.8775,plasmid,1,790.2
RKS31677,1,6000.5208,plasmid,1,480041.664
RKS24807,1,1107.876,plasmid,1,88630.08
RKS29705,1,142.3168,plasmid,1,11385.344
DBS936,1,0,plasmid,1,0
RKS19955,1,513075.6,gblock,1,41046048
MISC1302,1,0,plasmid,1,0
SFZ6789,1,0,plasmid,1,0
RKS27769,1,0,plasmid,1,0
SFZ6829,1,0,plasmid,1,0
RKS29309,1,0,plasmid,1,0
RKS26094,1,523.2089,plasmid,1,41856.712
MISC0721,1,0,plasmid,1,0
SFZ3863,1,0,plasmid,1,0
SFZ2865,1,0,plasmid,1,0
RKS29603,1,0,plasmid,1,0
RKS24892,1,2065.96,plasmid,1,165276.8
SFZ3110,1,0,plasmid,1,0
RKS22873,1,59.0449,gblock,1,4723.592
SFZ5022,1,0,plasmid,1,0
STF1323,1,1031.92,plasmid,1,82553.6
RKS29996,1,268.9607,plasmid,1,21516.856
RKS26984,1,704.3537,plasmid,1,56348.296
OAZ4133,1,0,plasmid,1,0
RKS26793,1,11.5489,plasmid,1,923.912
RKS23121,1,6391.208,gblock,1,511296.64
RKS32589,1,0,plasmid,1,0
RKS25046,1,12.8393,plasmid,1,1027.144
OAZ3803,1,0,plasmid,1,0
RKS26482,1,12.3914,plasmid,1,991.312
RKS33760,1,5345.3517,plasmid,1,427628.136
RKS26155,1,82.7842,plasmid,1,6622.736
SFZ5343,1,0,plasmid,1,0
SFZ3566,1,0,plasmid,1,0
MISC0198,2,492.3844,plasmid,1,39390.752
RKS32959,1,430.4298,plasmid,1,34434.384
